,Name,PD Notation,Volume,Crossing Number,Determinant,n_crossings,n_faces,writhe,is_alternating,n_edges,n_nodes,average_degree,std_degrees,density
152,10^2_65,[[9; 0; 10; 1]; [1; 8; 2; 9]; [11; 3; 12; 2]; [3; 7; 4; 6]; [17; 4; 18; 5]; [5; 16; 6; 17]; [7; 11; 8; 10]; [15; 13; 0; 12]; [13; 19; 14; 18]; [19; 15; 16; 14]],12.93966462,10,31,10,12,2,True,20,12,3.3333333333333335,1.178511301977579,0.30303030303030304
153,10^2_66,[[0; 13; 1; 14]; [14; 1; 15; 2]; [2; 15; 3; 16]; [3; 6; 4; 7]; [19; 4; 12; 5]; [5; 12; 6; 13]; [7; 17; 8; 16]; [11; 9; 0; 8]; [9; 18; 10; 19]; [17; 10; 18; 11]],11.45958725,10,31,10,12,-6,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
154,10^2_67,[[0; 11; 1; 12]; [10; 1; 11; 2]; [2; 19; 3; 10]; [6; 3; 7; 4]; [4; 14; 5; 13]; [12; 6; 13; 5]; [18; 7; 19; 8]; [8; 16; 9; 15]; [16; 0; 17; 9]; [14; 18; 15; 17]],13.02278567,10,31,10,12,0,True,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
155,10^2_68,[[0; 11; 1; 12]; [10; 1; 11; 2]; [2; 19; 3; 10]; [3; 7; 4; 6]; [13; 4; 14; 5]; [5; 12; 6; 13]; [18; 7; 19; 8]; [8; 16; 9; 15]; [16; 0; 17; 9]; [14; 18; 15; 17]],6.755194817,10,31,10,12,-2,False,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
156,10^2_69,[[0; 3; 1; 4]; [6; 1; 7; 2]; [2; 7; 3; 8]; [4; 15; 5; 16]; [14; 5; 15; 6]; [8; 17; 9; 18]; [12; 9; 13; 10]; [10; 14; 11; 19]; [18; 12; 19; 11]; [16; 13; 17; 0]],14.02625731,10,31,10,12,-6,True,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
157,10^2_70,[[0; 3; 1; 4]; [6; 1; 7; 2]; [2; 7; 3; 8]; [15; 5; 16; 4]; [5; 15; 6; 14]; [8; 17; 9; 18]; [12; 9; 13; 10]; [10; 14; 11; 19]; [18; 12; 19; 11]; [16; 13; 17; 0]],10.86122877,10,31,10,12,-2,False,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
158,10^2_71,[[0; 10; 1; 9]; [10; 2; 11; 1]; [2; 12; 3; 11]; [18; 3; 19; 4]; [4; 7; 5; 8]; [16; 6; 17; 5]; [6; 16; 7; 15]; [8; 17; 9; 18]; [12; 14; 13; 19]; [14; 0; 15; 13]],12.75366734,10,31,10,12,4,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
159,10^2_72,[[0; 10; 1; 9]; [10; 2; 11; 1]; [2; 12; 3; 11]; [18; 3; 19; 4]; [4; 7; 5; 8]; [16; 6; 17; 5]; [6; 16; 7; 15]; [8; 17; 9; 18]; [19; 12; 14; 13]; [13; 14; 0; 15]],8.355884354,10,31,10,12,0,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
160,10^2_73,[[0; 18; 1; 17]; [18; 2; 19; 1]; [2; 9; 3; 10]; [12; 3; 13; 4]; [4; 8; 5; 7]; [14; 6; 15; 5]; [6; 0; 7; 15]; [8; 13; 9; 14]; [10; 16; 11; 19]; [16; 12; 17; 11]],13.77553048,10,31,10,12,4,True,20,12,3.3333333333333335,1.178511301977579,0.30303030303030304
161,10^2_74,[[0; 18; 1; 17]; [18; 2; 19; 1]; [2; 9; 3; 10]; [12; 3; 13; 4]; [4; 8; 5; 7]; [14; 6; 15; 5]; [6; 0; 7; 15]; [8; 13; 9; 14]; [19; 10; 16; 11]; [11; 16; 12; 17]],9.659498545,10,31,10,12,0,False,20,12,3.3333333333333335,1.178511301977579,0.30303030303030304
162,10^2_75,[[17; 0; 18; 1]; [1; 16; 2; 17]; [9; 3; 10; 2]; [3; 11; 4; 10]; [15; 5; 0; 4]; [5; 12; 6; 13]; [13; 6; 14; 7]; [7; 19; 8; 18]; [19; 9; 16; 8]; [11; 14; 12; 15]],12.93966462,10,31,10,12,0,True,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
163,10^2_76,[[0; 18; 1; 17]; [16; 2; 17; 1]; [9; 3; 10; 2]; [3; 11; 4; 10]; [15; 5; 0; 4]; [5; 12; 6; 13]; [13; 6; 14; 7]; [7; 19; 8; 18]; [19; 9; 16; 8]; [11; 14; 12; 15]],7.706911803,10,31,10,12,4,False,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
164,10^2_77,[[0; 14; 1; 13]; [14; 2; 15; 1]; [2; 17; 3; 18]; [16; 3; 17; 4]; [4; 9; 5; 10]; [10; 5; 11; 6]; [6; 12; 7; 19]; [12; 8; 13; 7]; [8; 11; 9; 0]; [18; 16; 19; 15]],13.19119747,10,31,10,12,0,True,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
165,10^2_78,[[0; 14; 1; 13]; [14; 2; 15; 1]; [2; 17; 3; 18]; [16; 3; 17; 4]; [4; 9; 5; 10]; [10; 5; 11; 6]; [19; 6; 12; 7]; [7; 12; 8; 13]; [8; 11; 9; 0]; [18; 16; 19; 15]],9.147884581,10,31,10,12,-4,False,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
166,10^2_79,[[0; 6; 1; 5]; [6; 2; 7; 1]; [2; 8; 3; 7]; [16; 3; 17; 4]; [4; 15; 5; 16]; [8; 12; 9; 11]; [18; 9; 19; 10]; [10; 17; 11; 18]; [12; 14; 13; 19]; [14; 0; 15; 13]],11.67700727,10,31,10,12,2,True,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
167,10^2_80,[[0; 6; 1; 5]; [6; 2; 7; 1]; [2; 8; 3; 7]; [3; 17; 4; 16]; [15; 5; 16; 4]; [8; 12; 9; 11]; [18; 9; 19; 10]; [10; 17; 11; 18]; [12; 14; 13; 19]; [14; 0; 15; 13]],5.843022858,10,31,10,12,6,False,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
168,10^2_81,[[0; 7; 1; 8]; [10; 1; 11; 2]; [2; 11; 3; 12]; [6; 3; 7; 4]; [4; 14; 5; 13]; [12; 6; 13; 5]; [8; 18; 9; 17]; [18; 10; 19; 9]; [14; 16; 15; 19]; [16; 0; 17; 15]],13.20617457,10,31,10,12,2,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
169,10^2_82,[[0; 7; 1; 8]; [10; 1; 11; 2]; [2; 11; 3; 12]; [6; 3; 7; 4]; [4; 14; 5; 13]; [12; 6; 13; 5]; [17; 8; 18; 9]; [9; 18; 10; 19]; [14; 16; 15; 19]; [16; 0; 17; 15]],9.659498545,10,31,10,12,-2,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
170,10^2_83,[[3; 1; 4; 0]; [1; 10; 2; 11]; [9; 2; 10; 3]; [11; 5; 12; 4]; [5; 13; 6; 12]; [13; 7; 14; 6]; [7; 18; 8; 19]; [17; 8; 18; 9]; [19; 15; 16; 14]; [15; 17; 0; 16]],11.36375264,10,31,10,12,2,True,20,12,3.3333333333333335,1.5986105077709065,0.30303030303030304
171,10^2_84,[[3; 1; 4; 0]; [1; 10; 2; 11]; [9; 2; 10; 3]; [11; 5; 12; 4]; [5; 13; 6; 12]; [13; 7; 14; 6]; [7; 18; 8; 19]; [17; 8; 18; 9]; [14; 19; 15; 16]; [16; 15; 17; 0]],5.333489567,10,31,10,12,-2,False,20,12,3.3333333333333335,1.5986105077709065,0.30303030303030304
172,10^2_85,[[0; 8; 1; 7]; [6; 2; 7; 1]; [2; 14; 3; 13]; [14; 4; 15; 3]; [4; 9; 5; 10]; [8; 5; 9; 6]; [10; 18; 11; 17]; [18; 0; 19; 11]; [12; 16; 13; 15]; [16; 12; 17; 19]],12.7217652,10,31,10,12,6,True,20,12,3.3333333333333335,1.4337208778404378,0.30303030303030304
173,10^2_86,[[15; 0; 16; 1]; [1; 12; 2; 13]; [7; 2; 8; 3]; [3; 6; 4; 7]; [19; 5; 14; 4]; [5; 19; 6; 18]; [11; 8; 12; 9]; [9; 16; 10; 17]; [17; 10; 18; 11]; [13; 14; 0; 15]],13.66015134,10,31,10,12,-6,True,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
174,10^2_87,[[13; 0; 14; 1]; [1; 12; 2; 13]; [19; 2; 12; 3]; [3; 8; 4; 9]; [7; 4; 8; 5]; [5; 14; 6; 15]; [15; 6; 16; 7]; [18; 10; 19; 9]; [10; 18; 11; 17]; [16; 0; 17; 11]],8.174138134,10,31,10,12,-4,False,20,12,3.3333333333333335,1.649915822768611,0.30303030303030304
175,10^2_88,[[13; 0; 14; 1]; [1; 12; 2; 13]; [19; 2; 12; 3]; [3; 8; 4; 9]; [7; 4; 8; 5]; [5; 14; 6; 15]; [15; 6; 16; 7]; [9; 18; 10; 19]; [17; 10; 18; 11]; [11; 16; 0; 17]],10.87766351,10,31,10,12,-10,True,20,12,3.3333333333333335,1.6499158227686108,0.30303030303030304
176,10^2_89,[[15; 1; 16; 0]; [1; 11; 2; 10]; [7; 3; 8; 2]; [3; 7; 4; 6]; [11; 5; 12; 4]; [5; 13; 6; 12]; [17; 9; 18; 8]; [9; 19; 10; 18]; [13; 15; 0; 14]; [19; 17; 14; 16]],13.25063959,10,31,10,12,10,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
177,10^2_90,[[7; 0; 8; 1]; [1; 6; 2; 7]; [5; 2; 6; 3]; [3; 10; 4; 11]; [11; 4; 12; 5]; [15; 8; 16; 9]; [9; 14; 10; 15]; [17; 13; 18; 12]; [13; 19; 0; 18]; [19; 17; 14; 16]],12.29267017,10,31,10,12,-4,True,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
178,10^2_91,[[0; 9; 1; 10]; [8; 1; 9; 2]; [2; 14; 3; 13]; [18; 3; 19; 4]; [4; 17; 5; 18]; [12; 6; 13; 5]; [6; 12; 7; 11]; [10; 8; 11; 7]; [14; 16; 15; 19]; [16; 0; 17; 15]],12.29267017,10,31,10,12,2,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
179,10^2_92,[[0; 9; 1; 10]; [8; 1; 9; 2]; [2; 14; 3; 13]; [3; 19; 4; 18]; [17; 5; 18; 4]; [12; 6; 13; 5]; [6; 12; 7; 11]; [10; 8; 11; 7]; [14; 16; 15; 19]; [16; 0; 17; 15]],8.967360849,10,31,10,12,6,False,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
180,10^2_93,[[0; 9; 1; 10]; [8; 1; 9; 2]; [2; 7; 3; 8]; [6; 3; 7; 4]; [4; 14; 5; 13]; [12; 6; 13; 5]; [10; 18; 11; 17]; [18; 12; 19; 11]; [14; 16; 15; 19]; [16; 0; 17; 15]],10.07007854,10,31,10,12,2,True,20,12,3.3333333333333335,1.7950549357115013,0.30303030303030304
181,10^2_94,[[0; 9; 1; 10]; [8; 1; 9; 2]; [2; 7; 3; 8]; [6; 3; 7; 4]; [4; 14; 5; 13]; [12; 6; 13; 5]; [10; 18; 11; 17]; [18; 12; 19; 11]; [19; 14; 16; 15]; [15; 16; 0; 17]],3.663862377,10,31,10,12,-2,False,20,12,3.3333333333333335,1.7950549357115013,0.30303030303030304
182,10^2_95,[[0; 8; 1; 7]; [8; 2; 9; 1]; [2; 10; 3; 9]; [6; 4; 7; 3]; [4; 16; 5; 15]; [16; 6; 17; 5]; [10; 0; 11; 13]; [18; 12; 19; 11]; [12; 14; 13; 19]; [14; 18; 15; 17]],11.07964311,10,31,10,12,10,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
183,10^2_96,[[11; 1; 12; 0]; [1; 13; 2; 12]; [5; 2; 6; 3]; [3; 8; 4; 9]; [9; 4; 0; 5]; [17; 6; 18; 7]; [7; 16; 8; 17]; [15; 11; 16; 10]; [13; 19; 14; 18]; [19; 15; 10; 14]],13.49171226,10,31,10,12,0,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
184,10^2_97,[[11; 1; 12; 0]; [1; 13; 2; 12]; [5; 2; 6; 3]; [3; 8; 4; 9]; [9; 4; 0; 5]; [6; 18; 7; 17]; [16; 8; 17; 7]; [15; 11; 16; 10]; [13; 19; 14; 18]; [19; 15; 10; 14]],11.08216662,10,31,10,12,4,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
185,10^2_98,[[0; 11; 1; 12]; [12; 1; 13; 2]; [5; 2; 6; 3]; [3; 8; 4; 9]; [9; 4; 0; 5]; [6; 18; 7; 17]; [16; 8; 17; 7]; [15; 11; 16; 10]; [13; 19; 14; 18]; [19; 15; 10; 14]],7.327724753,10,31,10,12,0,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
186,10^2_99,[[0; 12; 1; 11]; [12; 2; 13; 1]; [2; 8; 3; 7]; [8; 4; 9; 3]; [4; 0; 5; 9]; [16; 6; 17; 5]; [6; 18; 7; 17]; [10; 16; 11; 15]; [18; 14; 19; 13]; [14; 10; 15; 19]],12.47970887,10,31,10,12,10,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
187,10^2_100,[[11; 0; 12; 1]; [1; 12; 2; 13]; [2; 8; 3; 7]; [8; 4; 9; 3]; [4; 0; 5; 9]; [16; 6; 17; 5]; [6; 18; 7; 17]; [10; 16; 11; 15]; [18; 14; 19; 13]; [14; 10; 15; 19]],9.539780459,10,31,10,12,6,False,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
188,10^2_101,[[11; 0; 12; 1]; [1; 12; 2; 13]; [2; 8; 3; 7]; [8; 4; 9; 3]; [4; 0; 5; 9]; [5; 16; 6; 17]; [17; 6; 18; 7]; [10; 16; 11; 15]; [18; 14; 19; 13]; [14; 10; 15; 19]],8.929317823,10,31,10,12,2,False,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
189,10^2_102,[[5; 1; 6; 0]; [1; 7; 2; 6]; [7; 3; 8; 2]; [3; 17; 4; 16]; [17; 5; 18; 4]; [11; 8; 12; 9]; [9; 14; 10; 15]; [15; 10; 0; 11]; [19; 12; 16; 13]; [13; 18; 14; 19]],13.49171226,10,31,10,12,0,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
190,10^2_103,[[5; 1; 6; 0]; [1; 7; 2; 6]; [7; 3; 8; 2]; [3; 17; 4; 16]; [17; 5; 18; 4]; [11; 8; 12; 9]; [9; 14; 10; 15]; [15; 10; 0; 11]; [12; 16; 13; 19]; [18; 14; 19; 13]],11.08216662,10,31,10,12,4,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
191,10^2_104,[[5; 1; 6; 0]; [1; 7; 2; 6]; [7; 3; 8; 2]; [16; 3; 17; 4]; [4; 17; 5; 18]; [11; 8; 12; 9]; [9; 14; 10; 15]; [15; 10; 0; 11]; [12; 16; 13; 19]; [18; 14; 19; 13]],7.327724753,10,31,10,12,0,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
192,10^2_105,[[0; 11; 1; 12]; [4; 1; 5; 2]; [2; 14; 3; 13]; [12; 4; 13; 3]; [16; 5; 17; 6]; [6; 15; 7; 16]; [14; 7; 15; 8]; [8; 10; 9; 19]; [18; 0; 19; 9]; [10; 17; 11; 18]],12.80840175,10,31,10,12,-2,True,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
193,10^2_106,[[17; 1; 18; 0]; [1; 13; 2; 12]; [13; 3; 14; 2]; [3; 15; 4; 14]; [9; 5; 10; 4]; [5; 11; 6; 10]; [11; 7; 12; 6]; [7; 19; 8; 18]; [19; 9; 16; 8]; [15; 17; 0; 16]],12.47970887,10,31,10,12,10,True,20,12,3.3333333333333335,1.4337208778404378,0.30303030303030304
194,10^2_107,[[17; 1; 18; 0]; [1; 13; 2; 12]; [13; 3; 14; 2]; [3; 15; 4; 14]; [9; 5; 10; 4]; [5; 11; 6; 10]; [11; 7; 12; 6]; [18; 7; 19; 8]; [8; 19; 9; 16]; [15; 17; 0; 16]],9.539780459,10,31,10,12,6,False,20,12,3.3333333333333335,1.4337208778404378,0.30303030303030304
195,10^2_108,[[0; 17; 1; 18]; [1; 13; 2; 12]; [13; 3; 14; 2]; [3; 15; 4; 14]; [9; 5; 10; 4]; [5; 11; 6; 10]; [11; 7; 12; 6]; [18; 7; 19; 8]; [8; 19; 9; 16]; [16; 15; 17; 0]],8.929317823,10,31,10,12,2,False,20,12,3.3333333333333335,1.4337208778404378,0.30303030303030304
196,10^2_109,[[11; 0; 12; 1]; [1; 14; 2; 15]; [13; 2; 14; 3]; [3; 12; 4; 13]; [17; 4; 18; 5]; [5; 16; 6; 17]; [15; 6; 16; 7]; [7; 10; 8; 11]; [19; 8; 10; 9]; [9; 18; 0; 19]],10.99158713,10,31,10,12,-10,True,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
197,10^2_110,[[0; 16; 1; 15]; [16; 2; 17; 1]; [2; 0; 3; 13]; [10; 3; 11; 4]; [4; 11; 5; 12]; [18; 5; 19; 6]; [6; 19; 7; 14]; [14; 7; 15; 8]; [8; 17; 9; 18]; [12; 9; 13; 10]],12.45062614,10,31,10,12,-4,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
198,10^2_111,[[0; 15; 1; 16]; [16; 1; 17; 2]; [2; 17; 3; 18]; [10; 3; 11; 4]; [4; 9; 5; 10]; [12; 6; 13; 5]; [6; 14; 7; 19]; [14; 8; 15; 7]; [8; 12; 9; 11]; [18; 13; 19; 0]],13.01724739,10,31,10,12,-2,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
199,10^2_112,[[0; 15; 1; 16]; [16; 1; 17; 2]; [2; 17; 3; 18]; [10; 3; 11; 4]; [4; 9; 5; 10]; [12; 6; 13; 5]; [19; 6; 14; 7]; [7; 14; 8; 15]; [8; 12; 9; 11]; [18; 13; 19; 0]],10.10265286,10,31,10,12,-6,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
200,10^2_113,[[0; 15; 1; 16]; [16; 1; 17; 2]; [2; 17; 3; 18]; [14; 3; 15; 4]; [4; 9; 5; 10]; [8; 5; 9; 6]; [6; 0; 7; 13]; [12; 8; 13; 7]; [10; 19; 11; 14]; [18; 11; 19; 12]],12.51308208,10,31,10,12,-6,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
201,10^2_114,[[0; 15; 1; 16]; [16; 1; 17; 2]; [2; 17; 3; 18]; [14; 3; 15; 4]; [4; 9; 5; 10]; [8; 5; 9; 6]; [6; 0; 7; 13]; [12; 8; 13; 7]; [19; 11; 14; 10]; [11; 19; 12; 18]],9.104034392,10,31,10,12,-2,False,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
202,10^2_115,[[0; 6; 1; 5]; [14; 1; 15; 2]; [2; 13; 3; 14]; [10; 4; 11; 3]; [4; 0; 5; 11]; [6; 19; 7; 12]; [16; 7; 17; 8]; [8; 17; 9; 18]; [18; 9; 19; 10]; [12; 16; 13; 15]],11.78058065,10,31,10,12,-2,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
203,10^2_116,[[9; 1; 10; 0]; [1; 9; 2; 8]; [7; 3; 8; 2]; [3; 13; 4; 12]; [15; 5; 16; 4]; [5; 15; 6; 14]; [13; 7; 0; 6]; [17; 10; 18; 11]; [11; 18; 12; 19]; [19; 16; 14; 17]],12.72241474,10,31,10,12,4,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
204,10^2_117,[[9; 0; 10; 1]; [1; 10; 2; 11]; [11; 2; 12; 3]; [3; 8; 4; 9]; [13; 5; 14; 4]; [5; 18; 6; 19]; [17; 6; 18; 7]; [7; 13; 8; 12]; [19; 15; 16; 14]; [15; 17; 0; 16]],12.72241474,10,31,10,12,-2,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
205,10^2_118,[[9; 0; 10; 1]; [1; 10; 2; 11]; [11; 2; 12; 3]; [3; 8; 4; 9]; [13; 5; 14; 4]; [18; 6; 19; 5]; [6; 18; 7; 17]; [7; 13; 8; 12]; [19; 15; 16; 14]; [15; 17; 0; 16]],8.793345604,10,31,10,12,2,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
206,10^2_119,[[0; 10; 1; 9]; [10; 2; 11; 1]; [2; 12; 3; 11]; [8; 4; 9; 3]; [4; 18; 5; 17]; [18; 6; 19; 5]; [6; 13; 7; 14]; [12; 7; 13; 8]; [14; 16; 15; 19]; [16; 0; 17; 15]],11.57189681,10,31,10,12,6,True,20,12,3.3333333333333335,1.4907119849998596,0.30303030303030304
207,10^2_120,[[0; 10; 1; 9]; [10; 2; 11; 1]; [2; 12; 3; 11]; [8; 4; 9; 3]; [17; 4; 18; 5]; [5; 18; 6; 19]; [6; 13; 7; 14]; [12; 7; 13; 8]; [14; 16; 15; 19]; [16; 0; 17; 15]],6.138138789,10,31,10,12,2,False,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
208,10^2_121,[[9; 1; 10; 0]; [1; 9; 2; 8]; [7; 3; 8; 2]; [3; 11; 4; 10]; [11; 5; 12; 4]; [5; 16; 6; 17]; [15; 6; 16; 7]; [19; 12; 14; 13]; [13; 18; 0; 19]; [17; 15; 18; 14]],12.55175922,10,31,10,12,2,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
209,10^2_122,[[0; 14; 1; 13]; [12; 2; 13; 1]; [2; 12; 3; 19]; [18; 4; 19; 3]; [4; 8; 5; 7]; [10; 6; 11; 5]; [6; 0; 7; 11]; [8; 15; 9; 16]; [16; 9; 17; 10]; [14; 17; 15; 18]],11.39239158,10,31,10,12,4,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
210,10^2_123,[[9; 1; 10; 0]; [1; 15; 2; 14]; [15; 3; 16; 2]; [3; 17; 4; 16]; [17; 5; 18; 4]; [5; 9; 6; 8]; [13; 6; 0; 7]; [7; 12; 8; 13]; [19; 10; 14; 11]; [11; 18; 12; 19]],11.11129174,10,31,10,12,2,True,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
211,10^2_124,[[9; 1; 10; 0]; [1; 15; 2; 14]; [15; 3; 16; 2]; [3; 17; 4; 16]; [17; 5; 18; 4]; [5; 9; 6; 8]; [13; 6; 0; 7]; [7; 12; 8; 13]; [10; 14; 11; 19]; [18; 12; 19; 11]],6.290302684,10,31,10,12,6,False,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
212,10^2_125,[[15; 0; 16; 1]; [1; 14; 2; 15]; [19; 2; 14; 3]; [3; 18; 4; 19]; [9; 4; 10; 5]; [5; 8; 6; 9]; [13; 7; 0; 6]; [7; 13; 8; 12]; [17; 10; 18; 11]; [11; 16; 12; 17]],10.36486961,10,31,10,12,-6,True,20,12,3.3333333333333335,1.699673171197595,0.30303030303030304
213,10^2_126,[[15; 0; 16; 1]; [1; 14; 2; 15]; [19; 2; 14; 3]; [3; 18; 4; 19]; [9; 4; 10; 5]; [5; 8; 6; 9]; [13; 7; 0; 6]; [7; 13; 8; 12]; [10; 18; 11; 17]; [16; 12; 17; 11]],4.415332477,10,31,10,12,-2,False,20,12,3.3333333333333335,1.699673171197595,0.30303030303030304
214,10^2_127,[[0; 14; 1; 13]; [14; 2; 15; 1]; [2; 10; 3; 9]; [10; 4; 11; 3]; [4; 0; 5; 11]; [16; 6; 17; 5]; [6; 18; 7; 17]; [18; 8; 19; 7]; [8; 12; 9; 19]; [12; 16; 13; 15]],10.41405789,10,31,10,12,10,True,20,12,3.3333333333333335,1.5986105077709065,0.30303030303030304
215,10^2_128,[[7; 0; 8; 1]; [1; 8; 2; 9]; [9; 2; 10; 3]; [3; 10; 4; 11]; [17; 4; 18; 5]; [5; 16; 6; 17]; [11; 6; 12; 7]; [15; 13; 0; 12]; [13; 19; 14; 18]; [19; 15; 16; 14]],11.00260872,10,31,10,12,-4,True,20,12,3.3333333333333335,1.4907119849998596,0.30303030303030304
216,10^2_129,[[9; 1; 10; 0]; [1; 7; 2; 6]; [13; 2; 14; 3]; [3; 12; 4; 13]; [11; 4; 12; 5]; [5; 10; 6; 11]; [7; 18; 8; 19]; [17; 8; 18; 9]; [19; 15; 16; 14]; [15; 17; 0; 16]],11.00260872,10,31,10,12,-2,True,20,12,3.3333333333333335,1.4907119849998596,0.30303030303030304
217,10^2_130,[[9; 1; 10; 0]; [1; 7; 2; 6]; [13; 2; 14; 3]; [3; 12; 4; 13]; [11; 4; 12; 5]; [5; 10; 6; 11]; [18; 8; 19; 7]; [8; 18; 9; 17]; [19; 15; 16; 14]; [15; 17; 0; 16]],6.551743288,10,31,10,12,2,False,20,12,3.3333333333333335,1.4907119849998596,0.30303030303030304
218,10^2_131,[[0; 7; 1; 8]; [6; 1; 7; 2]; [2; 14; 3; 13]; [12; 4; 13; 3]; [4; 12; 5; 11]; [10; 6; 11; 5]; [8; 18; 9; 17]; [18; 10; 19; 9]; [14; 16; 15; 19]; [16; 0; 17; 15]],10.84792502,10,31,10,12,6,True,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
219,10^2_132,[[0; 7; 1; 8]; [6; 1; 7; 2]; [2; 14; 3; 13]; [12; 4; 13; 3]; [4; 12; 5; 11]; [10; 6; 11; 5]; [8; 18; 9; 17]; [18; 10; 19; 9]; [19; 14; 16; 15]; [15; 16; 0; 17]],6.138138789,10,31,10,12,2,False,20,12,3.3333333333333335,1.4907119849998598,0.30303030303030304
220,10^2_133,[[0; 8; 1; 7]; [8; 2; 9; 1]; [2; 10; 3; 9]; [10; 4; 11; 3]; [4; 12; 5; 11]; [18; 5; 19; 6]; [6; 17; 7; 18]; [12; 0; 13; 15]; [16; 13; 17; 14]; [14; 19; 15; 16]],9.585859494,10,31,10,12,2,True,20,12,3.3333333333333335,1.6499158227686108,0.30303030303030304
221,10^2_134,[[13; 1; 14; 0]; [1; 13; 2; 12]; [2; 10; 3; 9]; [18; 4; 19; 3]; [7; 5; 8; 4]; [5; 15; 6; 14]; [15; 7; 16; 6]; [8; 12; 9; 19]; [17; 11; 18; 10]; [11; 17; 0; 16]],11.6461761,10,31,10,12,10,False,20,12,3.3333333333333335,1.1055415967851332,0.30303030303030304
222,10^2_135,[[0; 13; 1; 14]; [12; 1; 13; 2]; [2; 10; 3; 9]; [18; 4; 19; 3]; [7; 5; 8; 4]; [5; 15; 6; 14]; [15; 7; 16; 6]; [8; 12; 9; 19]; [10; 17; 11; 18]; [16; 11; 17; 0]],3.663862377,10,31,10,12,2,False,20,12,3.3333333333333335,1.1055415967851332,0.30303030303030304
223,10^2_136,[[0; 15; 1; 16]; [16; 1; 17; 2]; [2; 10; 3; 9]; [12; 4; 13; 3]; [7; 5; 8; 4]; [5; 14; 6; 15]; [19; 6; 14; 7]; [8; 0; 9; 13]; [10; 17; 11; 18]; [18; 11; 19; 12]],10.31188377,10,31,10,12,-2,False,20,12,3.3333333333333335,1.1055415967851334,0.30303030303030304
224,10^2_137,[[9; 1; 10; 0]; [1; 16; 2; 17]; [7; 2; 8; 3]; [3; 15; 4; 14]; [13; 4; 0; 5]; [5; 18; 6; 19]; [11; 7; 12; 6]; [15; 8; 16; 9]; [17; 11; 18; 10]; [19; 12; 14; 13]],17.86169811,10,31,10,12,-2,True,20,12,3.3333333333333335,0.4714045207910317,0.30303030303030304
225,10^2_138,[[7; 1; 8; 0]; [1; 7; 2; 6]; [11; 2; 12; 3]; [3; 14; 4; 15]; [15; 4; 16; 5]; [5; 10; 6; 11]; [8; 17; 9; 18]; [16; 9; 17; 10]; [12; 19; 13; 14]; [18; 13; 19; 0]],8.119532851,10,31,10,12,-6,False,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
