,Name,PD Notation,Volume,Crossing Number,Determinant,n_crossings,n_faces,writhe,is_alternating,n_edges,n_nodes,average_degree,std_degrees,density
78,9^2_50,[[13; 1; 14; 0]; [1; 6; 2; 7]; [7; 2; 8; 3]; [14; 3; 15; 4]; [4; 15; 5; 16]; [5; 8; 6; 9]; [9; 17; 10; 16]; [17; 11; 12; 10]; [11; 13; 0; 12]],4.415332478,9,31,9,11,-1,False,18,11,3.272727272727273,1.4826824027545535,0.32727272727272727
79,9^2_51,[[13; 0; 14; 1]; [1; 14; 2; 15]; [15; 2; 16; 3]; [3; 9; 4; 8]; [9; 5; 10; 4]; [5; 11; 6; 10]; [6; 17; 7; 12]; [12; 7; 13; 8]; [11; 16; 0; 17]],5.978240566,9,31,9,11,-3,False,18,11,3.272727272727273,1.28564869306645,0.32727272727272727
80,9^2_52,[[13; 0; 14; 1]; [1; 14; 2; 15]; [15; 2; 16; 3]; [3; 8; 4; 9]; [9; 4; 10; 5]; [12; 6; 13; 5]; [6; 12; 7; 17]; [7; 10; 8; 11]; [11; 16; 0; 17]],8.209021221,9,31,9,11,-5,False,18,11,3.272727272727273,1.2128785512842122,0.32727272727272727
81,9^2_54,[[0; 11; 1; 12]; [10; 1; 11; 2]; [2; 17; 3; 10]; [6; 3; 7; 4]; [4; 14; 5; 13]; [12; 6; 13; 5]; [7; 17; 8; 16]; [15; 9; 16; 8]; [9; 15; 0; 14]],7.517689896,9,31,9,11,1,False,18,11,3.272727272727273,1.4200453956193917,0.32727272727272727
82,9^2_55,[[0; 5; 1; 6]; [6; 1; 7; 2]; [2; 7; 3; 8]; [10; 3; 11; 4]; [4; 11; 5; 12]; [15; 8; 16; 9]; [9; 16; 10; 17]; [12; 14; 13; 17]; [14; 0; 15; 13]],8.997351944,9,31,9,11,-5,False,18,11,3.272727272727273,1.212878551284212,0.32727272727272727
83,9^2_56,[[9; 1; 10; 0]; [1; 9; 2; 8]; [2; 16; 3; 15]; [14; 4; 15; 3]; [7; 5; 8; 4]; [5; 11; 6; 10]; [11; 7; 12; 6]; [17; 12; 14; 13]; [13; 16; 0; 17]],8.997351944,9,31,9,11,5,False,18,11,3.272727272727273,1.052348809344566,0.32727272727272727
84,9^2_57,[[0; 5; 1; 6]; [6; 1; 7; 2]; [2; 7; 3; 8]; [3; 11; 4; 10]; [11; 5; 12; 4]; [8; 16; 9; 15]; [16; 10; 17; 9]; [12; 14; 13; 17]; [14; 0; 15; 13]],8.355502146,9,31,9,11,3,False,18,11,3.272727272727273,1.2128785512842122,0.32727272727272727
85,9^2_58,[[0; 9; 1; 10]; [8; 1; 9; 2]; [15; 2; 16; 3]; [3; 14; 4; 15]; [7; 5; 8; 4]; [5; 11; 6; 10]; [11; 7; 12; 6]; [17; 12; 14; 13]; [13; 16; 0; 17]],9.966511884,9,31,9,11,-3,False,18,11,3.272727272727273,1.052348809344566,0.32727272727272727
86,9^2_59,[[0; 5; 1; 6]; [6; 1; 7; 2]; [2; 7; 3; 8]; [10; 3; 11; 4]; [4; 11; 5; 12]; [15; 8; 16; 9]; [9; 16; 10; 17]; [17; 12; 14; 13]; [13; 14; 0; 15]],5.333489567,9,31,9,11,-9,False,18,11,3.272727272727273,1.212878551284212,0.32727272727272727
87,9^2_60,[[9; 1; 10; 0]; [1; 9; 2; 8]; [2; 16; 3; 15]; [14; 4; 15; 3]; [7; 5; 8; 4]; [5; 11; 6; 10]; [11; 7; 12; 6]; [12; 14; 13; 17]; [16; 0; 17; 13]],5.333489567,9,31,9,11,9,False,18,11,3.272727272727273,1.052348809344566,0.32727272727272727
88,10^2_1,[[0; 16; 1; 15]; [4; 2; 5; 1]; [2; 8; 3; 7]; [8; 4; 9; 3]; [5; 12; 6; 13]; [11; 6; 12; 7]; [18; 9; 19; 10]; [10; 17; 11; 18]; [14; 0; 15; 13]; [16; 14; 17; 19]],10.68454458,10,31,10,12,2,False,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
89,10^2_2,[[0; 8; 1; 7]; [8; 2; 9; 1]; [15; 2; 16; 3]; [3; 14; 4; 15]; [9; 4; 10; 5]; [5; 10; 6; 11]; [11; 6; 12; 7]; [17; 13; 18; 12]; [13; 19; 0; 18]; [19; 17; 14; 16]],8.140719221,10,31,10,12,0,False,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
90,10^2_3,[[0; 16; 1; 15]; [1; 4; 2; 5]; [7; 2; 8; 3]; [3; 8; 4; 9]; [5; 12; 6; 13]; [11; 6; 12; 7]; [18; 9; 19; 10]; [10; 17; 11; 18]; [14; 0; 15; 13]; [16; 14; 17; 19]],10.68454458,10,31,10,12,-4,False,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
91,10^2_4,[[0; 8; 1; 7]; [8; 2; 9; 1]; [15; 2; 16; 3]; [3; 14; 4; 15]; [4; 10; 5; 9]; [10; 6; 11; 5]; [6; 12; 7; 11]; [17; 13; 18; 12]; [13; 19; 0; 18]; [19; 17; 14; 16]],8.140719221,10,31,10,12,6,False,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
92,10^2_5,[[0; 16; 1; 15]; [4; 2; 5; 1]; [2; 8; 3; 7]; [8; 4; 9; 3]; [12; 6; 13; 5]; [6; 12; 7; 11]; [18; 9; 19; 10]; [10; 17; 11; 18]; [14; 0; 15; 13]; [16; 14; 17; 19]],14.0994552,10,31,10,12,6,True,20,12,3.3333333333333335,1.178511301977579,0.30303030303030304
93,10^2_6,[[7; 0; 8; 1]; [1; 8; 2; 9]; [13; 2; 14; 3]; [3; 16; 4; 17]; [17; 4; 18; 5]; [5; 11; 6; 10]; [11; 7; 12; 6]; [9; 13; 10; 12]; [19; 15; 16; 14]; [15; 19; 0; 18]],14.0994552,10,31,10,12,0,True,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
94,10^2_7,[[0; 6; 1; 5]; [6; 2; 7; 1]; [2; 11; 3; 12]; [12; 3; 13; 4]; [4; 8; 5; 7]; [8; 18; 9; 17]; [18; 10; 19; 9]; [10; 13; 11; 14]; [14; 16; 15; 19]; [16; 0; 17; 15]],13.64038891,10,31,10,12,4,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
95,10^2_8,[[0; 6; 1; 5]; [6; 2; 7; 1]; [2; 11; 3; 12]; [12; 3; 13; 4]; [4; 8; 5; 7]; [17; 8; 18; 9]; [9; 18; 10; 19]; [10; 13; 11; 14]; [14; 16; 15; 19]; [16; 0; 17; 15]],8.997351944,10,31,10,12,0,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
96,10^2_9,[[0; 6; 1; 5]; [6; 2; 7; 1]; [2; 11; 3; 12]; [12; 3; 13; 4]; [4; 8; 5; 7]; [17; 8; 18; 9]; [9; 18; 10; 19]; [10; 13; 11; 14]; [19; 14; 16; 15]; [15; 16; 0; 17]],9.966511884,10,31,10,12,-4,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
97,10^2_10,[[0; 9; 1; 10]; [8; 1; 9; 2]; [2; 7; 3; 8]; [3; 12; 4; 13]; [11; 4; 12; 5]; [5; 18; 6; 19]; [17; 6; 18; 7]; [13; 11; 14; 10]; [19; 15; 16; 14]; [15; 17; 0; 16]],12.4047783,10,31,10,12,-4,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
98,10^2_11,[[17; 1; 18; 0]; [1; 6; 2; 7]; [9; 3; 10; 2]; [3; 9; 4; 8]; [13; 4; 14; 5]; [5; 14; 6; 15]; [7; 10; 8; 11]; [11; 19; 12; 18]; [19; 13; 16; 12]; [15; 17; 0; 16]],14.39033197,10,31,10,12,2,True,20,12,3.3333333333333335,1.1055415967851332,0.30303030303030304
99,10^2_12,[[0; 17; 1; 18]; [1; 6; 2; 7]; [9; 3; 10; 2]; [3; 9; 4; 8]; [13; 4; 14; 5]; [5; 14; 6; 15]; [7; 10; 8; 11]; [11; 19; 12; 18]; [19; 13; 16; 12]; [16; 15; 17; 0]],11.37077418,10,31,10,12,-2,False,20,12,3.3333333333333335,1.1055415967851332,0.30303030303030304
100,10^2_13,[[0; 17; 1; 18]; [1; 6; 2; 7]; [9; 3; 10; 2]; [3; 9; 4; 8]; [13; 4; 14; 5]; [5; 14; 6; 15]; [7; 10; 8; 11]; [18; 11; 19; 12]; [12; 19; 13; 16]; [16; 15; 17; 0]],7.706911803,10,31,10,12,-6,False,20,12,3.3333333333333335,1.1055415967851334,0.30303030303030304
101,10^2_14,[[17; 1; 18; 0]; [1; 6; 2; 7]; [9; 3; 10; 2]; [3; 9; 4; 8]; [4; 14; 5; 13]; [14; 6; 15; 5]; [7; 10; 8; 11]; [11; 19; 12; 18]; [19; 13; 16; 12]; [15; 17; 0; 16]],12.00595117,10,31,10,12,6,False,20,12,3.3333333333333335,1.1055415967851334,0.30303030303030304
102,10^2_15,[[5; 1; 6; 0]; [1; 5; 2; 4]; [13; 2; 14; 3]; [3; 12; 4; 13]; [17; 6; 18; 7]; [7; 16; 8; 17]; [15; 9; 0; 8]; [9; 15; 10; 14]; [19; 10; 16; 11]; [11; 18; 12; 19]],13.95586699,10,31,10,12,-2,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
103,10^2_16,[[5; 1; 6; 0]; [1; 5; 2; 4]; [13; 2; 14; 3]; [3; 12; 4; 13]; [6; 18; 7; 17]; [16; 8; 17; 7]; [15; 9; 0; 8]; [9; 15; 10; 14]; [19; 10; 16; 11]; [11; 18; 12; 19]],11.37077418,10,31,10,12,2,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
104,10^2_17,[[5; 1; 6; 0]; [1; 5; 2; 4]; [13; 2; 14; 3]; [3; 12; 4; 13]; [6; 18; 7; 17]; [16; 8; 17; 7]; [15; 9; 0; 8]; [9; 15; 10; 14]; [10; 16; 11; 19]; [18; 12; 19; 11]],7.706911803,10,31,10,12,6,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
105,10^2_18,[[5; 1; 6; 0]; [1; 5; 2; 4]; [13; 2; 14; 3]; [3; 12; 4; 13]; [17; 6; 18; 7]; [7; 16; 8; 17]; [8; 15; 9; 0]; [14; 9; 15; 10]; [19; 10; 16; 11]; [11; 18; 12; 19]],11.28460298,10,31,10,12,-6,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
106,10^2_19,[[7; 0; 8; 1]; [1; 8; 2; 9]; [15; 2; 16; 3]; [3; 14; 4; 15]; [9; 4; 10; 5]; [5; 10; 6; 11]; [11; 6; 12; 7]; [17; 13; 18; 12]; [13; 19; 0; 18]; [19; 17; 14; 16]],12.76261843,10,31,10,12,-4,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
107,10^2_20,[[0; 5; 1; 6]; [6; 1; 7; 2]; [2; 7; 3; 8]; [12; 4; 13; 3]; [4; 12; 5; 11]; [8; 13; 9; 14]; [18; 10; 19; 9]; [10; 18; 11; 17]; [14; 19; 15; 16]; [16; 15; 17; 0]],12.76261843,10,31,10,12,-2,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
108,10^2_21,[[0; 5; 1; 6]; [6; 1; 7; 2]; [2; 7; 3; 8]; [12; 4; 13; 3]; [4; 12; 5; 11]; [8; 18; 9; 17]; [18; 10; 19; 9]; [10; 13; 11; 14]; [14; 16; 15; 19]; [16; 0; 17; 15]],13.02798669,10,31,10,12,2,True,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
109,10^2_22,[[0; 5; 1; 6]; [6; 1; 7; 2]; [2; 7; 3; 8]; [12; 4; 13; 3]; [4; 12; 5; 11]; [17; 8; 18; 9]; [9; 18; 10; 19]; [10; 13; 11; 14]; [14; 16; 15; 19]; [16; 0; 17; 15]],8.997351944,10,31,10,12,-2,False,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
110,10^2_23,[[0; 5; 1; 6]; [6; 1; 7; 2]; [2; 7; 3; 8]; [12; 4; 13; 3]; [4; 12; 5; 11]; [17; 8; 18; 9]; [9; 18; 10; 19]; [10; 13; 11; 14]; [19; 14; 16; 15]; [15; 16; 0; 17]],8.355502146,10,31,10,12,-6,False,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
111,10^2_24,[[9; 0; 10; 1]; [1; 8; 2; 9]; [13; 3; 14; 2]; [3; 13; 4; 12]; [11; 5; 12; 4]; [5; 17; 6; 16]; [17; 7; 18; 6]; [7; 11; 8; 10]; [19; 14; 16; 15]; [15; 18; 0; 19]],13.49171226,10,31,10,12,2,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
112,10^2_25,[[9; 0; 10; 1]; [1; 8; 2; 9]; [13; 3; 14; 2]; [3; 13; 4; 12]; [11; 5; 12; 4]; [16; 5; 17; 6]; [6; 17; 7; 18]; [7; 11; 8; 10]; [19; 14; 16; 15]; [15; 18; 0; 19]],10.66697913,10,31,10,12,-2,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
113,10^2_26,[[9; 1; 10; 0]; [1; 9; 2; 8]; [7; 3; 8; 2]; [3; 12; 4; 13]; [11; 4; 12; 5]; [18; 6; 19; 5]; [6; 18; 7; 17]; [13; 11; 14; 10]; [14; 19; 15; 16]; [16; 15; 17; 0]],7.327724753,10,31,10,12,2,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
114,10^2_27,[[9; 1; 10; 0]; [1; 9; 2; 8]; [7; 3; 8; 2]; [12; 4; 13; 3]; [4; 12; 5; 11]; [5; 18; 6; 19]; [17; 6; 18; 7]; [10; 13; 11; 14]; [19; 15; 16; 14]; [15; 17; 0; 16]],9.539780459,10,31,10,12,4,False,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
115,10^2_28,[[0; 11; 1; 12]; [6; 2; 7; 1]; [2; 14; 3; 13]; [14; 4; 15; 3]; [4; 17; 5; 18]; [16; 5; 17; 6]; [12; 7; 13; 8]; [8; 15; 9; 0]; [18; 10; 19; 9]; [10; 16; 11; 19]],15.70537566,10,31,10,12,0,True,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
116,10^2_29,[[5; 1; 6; 0]; [1; 12; 2; 13]; [7; 2; 8; 3]; [3; 8; 4; 9]; [11; 4; 12; 5]; [13; 7; 14; 6]; [9; 18; 10; 19]; [17; 10; 18; 11]; [19; 15; 16; 14]; [15; 17; 0; 16]],15.70537566,10,31,10,12,-2,True,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
117,10^2_30,[[0; 11; 1; 12]; [6; 2; 7; 1]; [2; 14; 3; 13]; [14; 4; 15; 3]; [17; 5; 18; 4]; [5; 17; 6; 16]; [12; 7; 13; 8]; [8; 15; 9; 0]; [18; 10; 19; 9]; [10; 16; 11; 19]],12.64232489,10,31,10,12,4,False,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
118,10^2_31,[[5; 1; 6; 0]; [1; 12; 2; 13]; [7; 2; 8; 3]; [3; 8; 4; 9]; [11; 4; 12; 5]; [13; 7; 14; 6]; [18; 10; 19; 9]; [10; 18; 11; 17]; [19; 15; 16; 14]; [15; 17; 0; 16]],13.31845811,10,31,10,12,2,False,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
119,10^2_32,[[0; 3; 1; 4]; [12; 1; 13; 2]; [2; 13; 3; 14]; [4; 17; 5; 18]; [10; 5; 11; 6]; [6; 16; 7; 19]; [14; 8; 15; 7]; [8; 0; 9; 15]; [18; 10; 19; 9]; [16; 11; 17; 12]],15.94042515,10,31,10,12,-2,True,20,12,3.3333333333333335,0.8498365855987975,0.30303030303030304
120,10^2_33,[[11; 1; 12; 0]; [1; 13; 2; 12]; [13; 3; 14; 2]; [3; 16; 4; 17]; [9; 4; 10; 5]; [5; 19; 6; 18]; [15; 6; 0; 7]; [7; 14; 8; 15]; [17; 9; 18; 8]; [19; 10; 16; 11]],14.95883151,10,31,10,12,0,True,20,12,3.3333333333333335,1.0274023338281628,0.30303030303030304
121,10^2_34,[[0; 11; 1; 12]; [6; 2; 7; 1]; [2; 14; 3; 13]; [14; 4; 15; 3]; [17; 5; 18; 4]; [5; 17; 6; 16]; [12; 7; 13; 8]; [8; 15; 9; 0]; [9; 18; 10; 19]; [19; 10; 16; 11]],8.997351944,10,31,10,12,0,False,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
122,10^2_35,[[5; 1; 6; 0]; [1; 12; 2; 13]; [7; 2; 8; 3]; [3; 8; 4; 9]; [11; 4; 12; 5]; [13; 7; 14; 6]; [18; 10; 19; 9]; [10; 18; 11; 17]; [14; 19; 15; 16]; [16; 15; 17; 0]],8.997351944,10,31,10,12,-2,False,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
123,10^2_36,[[0; 12; 1; 11]; [12; 2; 13; 1]; [2; 18; 3; 17]; [16; 4; 17; 3]; [4; 14; 5; 13]; [10; 6; 11; 5]; [6; 10; 7; 19]; [14; 8; 15; 7]; [8; 16; 9; 15]; [18; 0; 19; 9]],15.11002954,10,31,10,12,10,True,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
124,10^2_37,[[0; 11; 1; 12]; [12; 1; 13; 2]; [2; 7; 3; 8]; [18; 3; 19; 4]; [4; 19; 5; 10]; [14; 6; 15; 5]; [6; 14; 7; 13]; [8; 18; 9; 17]; [16; 0; 17; 9]; [10; 15; 11; 16]],13.84399049,10,31,10,12,-2,True,20,12,3.3333333333333335,1.247219128924647,0.30303030303030304
125,10^2_38,[[15; 1; 16; 0]; [1; 15; 2; 14]; [9; 3; 10; 2]; [3; 9; 4; 8]; [13; 4; 0; 5]; [5; 16; 6; 17]; [19; 6; 14; 7]; [7; 10; 8; 11]; [11; 18; 12; 19]; [17; 12; 18; 13]],14.96263029,10,31,10,12,-2,True,20,12,3.3333333333333335,1.0274023338281628,0.30303030303030304
126,10^2_39,[[15; 0; 16; 1]; [1; 11; 2; 10]; [9; 3; 10; 2]; [3; 14; 4; 15]; [13; 5; 0; 4]; [5; 13; 6; 12]; [19; 6; 14; 7]; [7; 18; 8; 19]; [17; 8; 18; 9]; [11; 16; 12; 17]],14.02339636,10,31,10,12,-2,True,20,12,3.3333333333333335,1.1055415967851332,0.30303030303030304
127,10^2_40,[[15; 1; 16; 0]; [1; 11; 2; 10]; [9; 3; 10; 2]; [3; 17; 4; 16]; [13; 5; 0; 4]; [5; 13; 6; 12]; [19; 7; 14; 6]; [7; 19; 8; 18]; [17; 9; 18; 8]; [11; 15; 12; 14]],13.01292544,10,31,10,12,10,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
128,10^2_41,[[15; 0; 16; 1]; [1; 11; 2; 10]; [11; 3; 12; 2]; [3; 16; 4; 17]; [17; 4; 18; 5]; [5; 13; 6; 12]; [9; 7; 10; 6]; [7; 14; 8; 15]; [19; 8; 14; 9]; [13; 18; 0; 19]],15.22324466,10,31,10,12,-2,True,20,12,3.3333333333333335,0.8498365855987975,0.30303030303030304
129,10^2_42,[[15; 0; 16; 1]; [1; 10; 2; 11]; [11; 2; 12; 3]; [3; 7; 4; 6]; [19; 5; 14; 4]; [5; 15; 6; 14]; [7; 12; 8; 13]; [17; 9; 18; 8]; [9; 17; 10; 16]; [13; 18; 0; 19]],14.70761541,10,31,10,12,0,True,20,12,3.3333333333333335,1.0274023338281628,0.30303030303030304
130,10^2_43,[[0; 13; 1; 14]; [8; 1; 9; 2]; [2; 9; 3; 10]; [12; 3; 13; 4]; [4; 18; 5; 17]; [18; 6; 19; 5]; [6; 0; 7; 11]; [14; 8; 15; 7]; [10; 16; 11; 15]; [16; 12; 17; 19]],15.30128402,10,31,10,12,2,True,20,12,3.3333333333333335,0.8498365855987975,0.30303030303030304
131,10^2_44,[[13; 0; 14; 1]; [1; 7; 2; 6]; [7; 3; 8; 2]; [3; 18; 4; 19]; [9; 4; 10; 5]; [5; 13; 6; 12]; [19; 9; 12; 8]; [15; 11; 16; 10]; [11; 17; 0; 16]; [17; 15; 18; 14]],15.03955893,10,31,10,12,4,True,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
132,10^2_45,[[11; 0; 12; 1]; [1; 5; 2; 4]; [9; 3; 10; 2]; [3; 11; 4; 10]; [5; 12; 6; 13]; [17; 7; 18; 6]; [7; 15; 8; 14]; [19; 8; 16; 9]; [13; 18; 14; 19]; [15; 17; 0; 16]],15.42609666,10,31,10,12,2,True,20,12,3.3333333333333335,0.8498365855987975,0.30303030303030304
133,10^2_46,[[0; 17; 1; 18]; [8; 1; 9; 2]; [2; 9; 3; 10]; [16; 3; 17; 4]; [4; 13; 5; 14]; [14; 5; 15; 6]; [6; 12; 7; 11]; [18; 8; 19; 7]; [10; 16; 11; 19]; [12; 15; 13; 0]],14.99298811,10,31,10,12,-4,True,20,12,3.3333333333333335,0.8498365855987975,0.30303030303030304
134,10^2_47,[[0; 10; 1; 9]; [8; 2; 9; 1]; [2; 11; 3; 12]; [18; 4; 19; 3]; [4; 14; 5; 13]; [14; 6; 15; 5]; [6; 18; 7; 17]; [10; 7; 11; 8]; [12; 19; 13; 16]; [16; 15; 17; 0]],14.99298811,10,31,10,12,2,True,20,12,3.3333333333333335,0.8498365855987975,0.30303030303030304
135,10^2_48,[[17; 0; 18; 1]; [1; 11; 2; 10]; [19; 3; 16; 2]; [3; 12; 4; 13]; [13; 4; 14; 5]; [5; 8; 6; 9]; [15; 7; 0; 6]; [7; 15; 8; 14]; [9; 17; 10; 16]; [11; 18; 12; 19]],14.40412004,10,31,10,12,0,True,20,12,3.3333333333333335,1.1055415967851334,0.30303030303030304
136,10^2_49,[[0; 3; 1; 4]; [10; 1; 11; 2]; [2; 11; 3; 12]; [4; 17; 5; 18]; [8; 5; 9; 6]; [6; 13; 7; 14]; [14; 7; 15; 8]; [16; 9; 17; 10]; [12; 19; 13; 16]; [18; 15; 19; 0]],15.41382361,10,31,10,12,-10,True,20,12,3.3333333333333335,0.7453559924999298,0.30303030303030304
137,10^2_50,[[0; 11; 1; 12]; [10; 1; 11; 2]; [2; 17; 3; 18]; [8; 4; 9; 3]; [4; 8; 5; 7]; [14; 5; 15; 6]; [6; 13; 7; 14]; [18; 9; 19; 10]; [12; 19; 13; 16]; [16; 15; 17; 0]],14.30085042,10,31,10,12,-6,True,20,12,3.3333333333333335,1.0274023338281628,0.30303030303030304
138,10^2_51,[[11; 0; 12; 1]; [1; 16; 2; 17]; [9; 3; 10; 2]; [3; 9; 4; 8]; [7; 5; 8; 4]; [5; 14; 6; 15]; [13; 6; 14; 7]; [17; 10; 18; 11]; [19; 13; 16; 12]; [15; 19; 0; 18]],13.3292088,10,31,10,12,0,True,20,12,3.3333333333333335,1.3123346456686351,0.30303030303030304
139,10^2_52,[[15; 0; 16; 1]; [1; 14; 2; 15]; [19; 2; 14; 3]; [3; 11; 4; 10]; [9; 5; 10; 4]; [5; 18; 6; 19]; [13; 7; 0; 6]; [7; 17; 8; 16]; [11; 8; 12; 9]; [17; 13; 18; 12]],13.96062194,10,31,10,12,0,True,20,12,3.3333333333333335,1.178511301977579,0.30303030303030304
140,10^2_53,[[15; 0; 16; 1]; [1; 14; 2; 15]; [19; 2; 14; 3]; [3; 7; 4; 6]; [11; 4; 12; 5]; [5; 10; 6; 11]; [7; 16; 8; 17]; [13; 8; 0; 9]; [9; 19; 10; 18]; [17; 13; 18; 12]],14.21497728,10,31,10,12,-4,True,20,12,3.3333333333333335,1.0274023338281628,0.30303030303030304
141,10^2_54,[[0; 9; 1; 10]; [10; 1; 11; 2]; [2; 11; 3; 12]; [8; 3; 9; 4]; [4; 17; 5; 18]; [14; 5; 15; 6]; [6; 16; 7; 19]; [12; 8; 13; 7]; [18; 14; 19; 13]; [16; 15; 17; 0]],14.22666869,10,31,10,12,-4,True,20,12,3.3333333333333335,1.0274023338281628,0.30303030303030304
142,10^2_55,[[9; 1; 10; 0]; [1; 11; 2; 10]; [11; 3; 12; 2]; [3; 9; 4; 8]; [17; 5; 18; 4]; [5; 15; 6; 14]; [13; 7; 14; 6]; [7; 19; 8; 18]; [19; 13; 16; 12]; [15; 17; 0; 16]],14.12683517,10,31,10,12,10,True,20,12,3.3333333333333335,0.9428090415820634,0.30303030303030304
143,10^2_56,[[0; 10; 1; 9]; [10; 2; 11; 1]; [2; 12; 3; 11]; [16; 4; 17; 3]; [4; 7; 5; 8]; [14; 6; 15; 5]; [6; 14; 7; 13]; [8; 18; 9; 17]; [12; 19; 13; 16]; [18; 15; 19; 0]],13.84505059,10,31,10,12,4,True,20,12,3.3333333333333335,1.0274023338281626,0.30303030303030304
144,10^2_57,[[17; 1; 18; 0]; [1; 5; 2; 4]; [11; 2; 12; 3]; [3; 10; 4; 11]; [5; 17; 6; 16]; [15; 6; 0; 7]; [7; 14; 8; 15]; [13; 8; 14; 9]; [9; 18; 10; 19]; [19; 12; 16; 13]],13.84505059,10,31,10,12,-4,True,20,12,3.3333333333333335,1.0274023338281628,0.30303030303030304
145,10^2_58,[[0; 11; 1; 12]; [10; 1; 11; 2]; [2; 9; 3; 10]; [8; 3; 9; 4]; [4; 18; 5; 17]; [14; 5; 15; 6]; [6; 19; 7; 16]; [12; 8; 13; 7]; [16; 13; 17; 14]; [18; 0; 19; 15]],12.97620369,10,31,10,12,-4,True,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
146,10^2_59,[[0; 12; 1; 11]; [10; 2; 11; 1]; [2; 10; 3; 9]; [8; 4; 9; 3]; [4; 18; 5; 17]; [14; 6; 15; 5]; [6; 14; 7; 13]; [18; 8; 19; 7]; [12; 16; 13; 19]; [16; 0; 17; 15]],11.88523286,10,31,10,12,10,True,20,12,3.3333333333333335,1.3743685418725535,0.30303030303030304
147,10^2_60,[[0; 15; 1; 16]; [12; 2; 13; 1]; [2; 9; 3; 10]; [10; 3; 11; 4]; [4; 8; 5; 7]; [18; 6; 19; 5]; [6; 14; 7; 19]; [8; 11; 9; 12]; [16; 13; 17; 0]; [14; 18; 15; 17]],11.36375264,10,31,10,12,0,True,20,12,3.3333333333333335,1.4907119849998596,0.30303030303030304
148,10^2_61,[[0; 5; 1; 6]; [8; 1; 9; 2]; [2; 12; 3; 11]; [12; 4; 13; 3]; [4; 9; 5; 0]; [6; 16; 7; 15]; [16; 8; 17; 7]; [10; 17; 11; 18]; [18; 13; 19; 14]; [14; 19; 15; 10]],14.32376002,10,31,10,12,-2,True,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
149,10^2_62,[[0; 5; 1; 6]; [8; 1; 9; 2]; [2; 12; 3; 11]; [12; 4; 13; 3]; [4; 9; 5; 0]; [15; 6; 16; 7]; [7; 16; 8; 17]; [10; 17; 11; 18]; [18; 13; 19; 14]; [14; 19; 15; 10]],12.4047783,10,31,10,12,-6,False,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
150,10^2_63,[[0; 18; 1; 17]; [18; 2; 19; 1]; [2; 5; 3; 6]; [14; 3; 15; 4]; [4; 15; 5; 0]; [6; 9; 7; 10]; [12; 7; 13; 8]; [8; 13; 9; 14]; [10; 16; 11; 19]; [16; 12; 17; 11]],14.32376002,10,31,10,12,-2,True,20,12,3.3333333333333335,1.178511301977579,0.30303030303030304
151,10^2_64,[[0; 18; 1; 17]; [18; 2; 19; 1]; [2; 5; 3; 6]; [14; 3; 15; 4]; [4; 15; 5; 0]; [6; 9; 7; 10]; [12; 7; 13; 8]; [8; 13; 9; 14]; [19; 10; 16; 11]; [11; 16; 12; 17]],12.4047783,10,31,10,12,-6,False,20,12,3.3333333333333335,1.1785113019775793,0.30303030303030304
