Name,PD Notation,Crossing Number,Determinant,Volume
12a_916,[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;8;20;9];[21;12;22;13];[23;14;24;15]],12,147,16.66749975
12a_917,[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;3;10;2];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;24;18;1];[19;8;20;9];[21;14;22;15];[23;12;24;13]],12,193,18.28296145
12a_918,[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;5;10;4];[11;20;12;21];[13;22;14;23];[15;3;16;2];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;8;24;9]],12,247,19.91523379
12a_919,[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;18;8;19];[9;5;10;4];[11;22;12;23];[13;20;14;21];[15;3;16;2];[17;24;18;1];[19;14;20;15];[21;12;22;13];[23;8;24;9]],12,189,18.30105683
12a_920,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;19;8;18];[9;21;10;20];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;13;22;12];[23;15;24;14]],12,125,15.45837269
12a_921,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;19;8;18];[9;21;10;20];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;15;22;14];[23;13;24;12]],12,175,17.50208015
12a_922,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;19;8;18];[9;23;10;22];[11;4;12;5];[13;21;14;20];[15;1;16;24];[17;2;18;3];[19;15;20;14];[21;9;22;8];[23;13;24;12]],12,283,21.48032877
12a_923,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;21;8;20];[9;3;10;2];[11;19;12;18];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;9;20;8];[21;13;22;12];[23;15;24;14]],12,135,15.81536134
12a_924,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;21;8;20];[9;3;10;2];[11;19;12;18];[13;23;14;22];[15;1;16;24];[17;4;18;5];[19;9;20;8];[21;15;22;14];[23;13;24;12]],12,189,17.92242492
12a_925,[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;20;8;21];[9;3;10;2];[11;22;12;23];[13;18;14;19];[15;5;16;4];[17;24;18;1];[19;12;20;13];[21;8;22;9];[23;14;24;15]],12,245,20.39125449
12a_926,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;21;8;20];[9;19;10;18];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;13;22;12];[23;15;24;14]],12,127,15.41602726
12a_927,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;21;8;20];[9;19;10;18];[11;4;12;5];[13;23;14;22];[15;1;16;24];[17;2;18;3];[19;9;20;8];[21;15;22;14];[23;13;24;12]],12,165,16.94406735
12a_928,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;20;8;21];[9;23;10;22];[11;2;12;3];[13;8;14;9];[15;1;16;24];[17;4;18;5];[19;14;20;15];[21;13;22;12];[23;19;24;18]],12,309,22.18826378
12a_929,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;21;8;20];[9;23;10;22];[11;18;12;19];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;2;20;3];[21;9;22;8];[23;15;24;14]],12,203,18.93211331
12a_930,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;23;8;22];[9;3;10;2];[11;19;12;18];[13;21;14;20];[15;1;16;24];[17;4;18;5];[19;13;20;12];[21;9;22;8];[23;15;24;14]],12,147,17.04490205
12a_931,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;23;8;22];[9;3;10;2];[11;21;12;20];[13;19;14;18];[15;1;16;24];[17;4;18;5];[19;13;20;12];[21;9;22;8];[23;15;24;14]],12,177,18.1859285
12a_932,[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;23;8;22];[9;15;10;14];[11;2;12;3];[13;20;14;21];[15;5;16;4];[17;24;18;1];[19;9;20;8];[21;12;22;13];[23;18;24;19]],12,211,19.40533681
12a_933,[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;23;8;22];[9;14;10;15];[11;4;12;5];[13;20;14;21];[15;3;16;2];[17;24;18;1];[19;12;20;13];[21;9;22;8];[23;18;24;19]],12,227,20.05649982
12a_934,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;23;8;22];[9;19;10;18];[11;4;12;5];[13;21;14;20];[15;1;16;24];[17;2;18;3];[19;13;20;12];[21;9;22;8];[23;15;24;14]],12,235,19.98581964
12a_935,[[1;7;2;6];[3;10;4;11];[5;17;6;16];[7;23;8;22];[9;20;10;21];[11;2;12;3];[13;8;14;9];[15;5;16;4];[17;24;18;1];[19;15;20;14];[21;12;22;13];[23;18;24;19]],12,269,21.15572863
12a_936,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;23;8;22];[9;21;10;20];[11;18;12;19];[13;4;14;5];[15;1;16;24];[17;12;18;13];[19;2;20;3];[21;9;22;8];[23;15;24;14]],12,201,18.59456317
12a_937,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;1;8;24];[9;3;10;2];[11;19;12;18];[13;21;14;20];[15;23;16;22];[17;4;18;5];[19;13;20;12];[21;15;22;14];[23;9;24;8]],12,79,11.97258301
12a_938,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;1;8;24];[9;3;10;2];[11;19;12;18];[13;21;14;20];[15;23;16;22];[17;4;18;5];[19;15;20;14];[21;13;22;12];[23;9;24;8]],12,133,15.29089421
12a_939,[[1;7;2;6];[3;11;4;10];[5;17;6;16];[7;1;8;24];[9;5;10;4];[11;22;12;23];[13;20;14;21];[15;3;16;2];[17;9;18;8];[19;14;20;15];[21;12;22;13];[23;19;24;18]],12,159,16.66325445
12a_940,[[1;7;2;6];[3;11;4;10];[5;16;6;17];[7;1;8;24];[9;5;10;4];[11;23;12;22];[13;21;14;20];[15;8;16;9];[17;2;18;3];[19;15;20;14];[21;13;22;12];[23;18;24;19]],12,165,16.74008743
12a_941,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;1;8;24];[9;19;10;18];[11;4;12;5];[13;21;14;20];[15;23;16;22];[17;2;18;3];[19;13;20;12];[21;15;22;14];[23;9;24;8]],12,135,15.61247357
12a_942,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;1;8;24];[9;19;10;18];[11;4;12;5];[13;21;14;20];[15;23;16;22];[17;2;18;3];[19;15;20;14];[21;13;22;12];[23;9;24;8]],12,173,17.14699844
12a_943,[[1;7;2;6];[3;10;4;11];[5;16;6;17];[7;1;8;24];[9;21;10;20];[11;18;12;19];[13;4;14;5];[15;23;16;22];[17;12;18;13];[19;2;20;3];[21;15;22;14];[23;9;24;8]],12,221,19.51783133
12a_944,[[1;7;2;6];[3;11;4;10];[5;19;6;18];[7;3;8;2];[9;17;10;16];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;9;18;8];[19;24;20;1];[21;12;22;13];[23;14;24;15]],12,165,16.75052299
12a_945,[[1;7;2;6];[3;11;4;10];[5;19;6;18];[7;3;8;2];[9;17;10;16];[11;20;12;21];[13;22;14;23];[15;5;16;4];[17;9;18;8];[19;24;20;1];[21;14;22;15];[23;12;24;13]],12,199,17.87950579
12a_946,[[1;7;2;6];[3;11;4;10];[5;18;6;19];[7;15;8;14];[9;3;10;2];[11;21;12;20];[13;9;14;8];[15;23;16;22];[17;1;18;24];[19;4;20;5];[21;13;22;12];[23;17;24;16]],12,151,17.04447317
12a_947,[[1;7;2;6];[3;11;4;10];[5;18;6;19];[7;15;8;14];[9;3;10;2];[11;21;12;20];[13;9;14;8];[15;1;16;24];[17;23;18;22];[19;4;20;5];[21;13;22;12];[23;17;24;16]],12,157,17.23730254
12a_948,[[1;7;2;6];[3;11;4;10];[5;19;6;18];[7;15;8;14];[9;3;10;2];[11;22;12;23];[13;9;14;8];[15;20;16;21];[17;5;18;4];[19;24;20;1];[21;12;22;13];[23;16;24;17]],12,251,20.83639323
12a_949,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;15;8;14];[9;21;10;20];[11;4;12;5];[13;9;14;8];[15;23;16;22];[17;1;18;24];[19;2;20;3];[21;13;22;12];[23;17;24;16]],12,207,18.95854716
12a_950,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;15;8;14];[9;21;10;20];[11;4;12;5];[13;9;14;8];[15;1;16;24];[17;23;18;22];[19;2;20;3];[21;13;22;12];[23;17;24;16]],12,197,18.70544705
12a_951,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;14;8;15];[9;20;10;21];[11;4;12;5];[13;24;14;1];[15;23;16;22];[17;3;18;2];[19;12;20;13];[21;17;22;16];[23;8;24;9]],12,295,21.6046001
12a_952,[[1;7;2;6];[3;11;4;10];[5;18;6;19];[7;17;8;16];[9;3;10;2];[11;21;12;20];[13;23;14;22];[15;9;16;8];[17;1;18;24];[19;4;20;5];[21;13;22;12];[23;15;24;14]],12,123,15.68458933
12a_953,[[1;7;2;6];[3;11;4;10];[5;18;6;19];[7;17;8;16];[9;3;10;2];[11;21;12;20];[13;23;14;22];[15;9;16;8];[17;1;18;24];[19;4;20;5];[21;15;22;14];[23;13;24;12]],12,185,18.14615104
12a_954,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;17;8;16];[9;21;10;20];[11;4;12;5];[13;23;14;22];[15;9;16;8];[17;1;18;24];[19;2;20;3];[21;13;22;12];[23;15;24;14]],12,211,19.09747931
12a_955,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;17;8;16];[9;21;10;20];[11;4;12;5];[13;23;14;22];[15;9;16;8];[17;1;18;24];[19;2;20;3];[21;15;22;14];[23;13;24;12]],12,193,18.88512297
12a_956,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;16;8;17];[9;20;10;21];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;3;18;2];[19;12;20;13];[21;8;22;9];[23;14;24;15]],12,209,18.98784379
12a_957,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;16;8;17];[9;20;10;21];[11;4;12;5];[13;24;14;1];[15;22;16;23];[17;3;18;2];[19;12;20;13];[21;8;22;9];[23;14;24;15]],12,203,18.92945227
12a_958,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;16;8;17];[9;22;10;23];[11;4;12;5];[13;20;14;21];[15;24;16;1];[17;3;18;2];[19;12;20;13];[21;14;22;15];[23;8;24;9]],12,197,18.82495664
12a_959,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;16;8;17];[9;22;10;23];[11;4;12;5];[13;20;14;21];[15;24;16;1];[17;3;18;2];[19;14;20;15];[21;12;22;13];[23;8;24;9]],12,215,19.51654304
12a_960,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;17;8;16];[9;23;10;22];[11;20;12;21];[13;4;14;5];[15;9;16;8];[17;1;18;24];[19;12;20;13];[21;2;22;3];[23;15;24;14]],12,281,21.19264064
12a_961,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;21;8;20];[9;14;10;15];[11;4;12;5];[13;23;14;22];[15;8;16;9];[17;1;18;24];[19;2;20;3];[21;17;22;16];[23;13;24;12]],12,277,21.46176239
12a_962,[[1;7;2;6];[3;11;4;10];[5;19;6;18];[7;23;8;22];[9;3;10;2];[11;16;12;17];[13;24;14;1];[15;20;16;21];[17;5;18;4];[19;12;20;13];[21;9;22;8];[23;14;24;15]],12,239,20.17565191
12a_963,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;23;8;22];[9;14;10;15];[11;20;12;21];[13;4;14;5];[15;8;16;9];[17;1;18;24];[19;12;20;13];[21;2;22;3];[23;17;24;16]],12,221,19.73021096
12a_964,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;23;8;22];[9;16;10;17];[11;4;12;5];[13;24;14;1];[15;20;16;21];[17;3;18;2];[19;12;20;13];[21;9;22;8];[23;14;24;15]],12,255,20.65011774
12a_965,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;23;8;22];[9;20;10;21];[11;4;12;5];[13;24;14;1];[15;9;16;8];[17;3;18;2];[19;12;20;13];[21;17;22;16];[23;14;24;15]],12,297,21.65348503
12a_966,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;1;8;24];[9;14;10;15];[11;4;12;5];[13;20;14;21];[15;23;16;22];[17;3;18;2];[19;12;20;13];[21;9;22;8];[23;17;24;16]],12,217,19.46484158
12a_967,[[1;7;2;6];[3;10;4;11];[5;18;6;19];[7;1;8;24];[9;14;10;15];[11;20;12;21];[13;4;14;5];[15;22;16;23];[17;8;18;9];[19;12;20;13];[21;2;22;3];[23;16;24;17]],12,253,20.57388445
12a_968,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;1;8;24];[9;17;10;16];[11;2;12;3];[13;20;14;21];[15;22;16;23];[17;5;18;4];[19;9;20;8];[21;14;22;15];[23;12;24;13]],12,193,18.27214913
12a_969,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;1;8;24];[9;17;10;16];[11;2;12;3];[13;22;14;23];[15;20;16;21];[17;5;18;4];[19;9;20;8];[21;14;22;15];[23;12;24;13]],12,139,16.25182334
12a_970,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;1;8;24];[9;16;10;17];[11;4;12;5];[13;20;14;21];[15;22;16;23];[17;3;18;2];[19;12;20;13];[21;14;22;15];[23;9;24;8]],12,105,14.30945503
12a_971,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;1;8;24];[9;16;10;17];[11;4;12;5];[13;20;14;21];[15;22;16;23];[17;3;18;2];[19;14;20;15];[21;12;22;13];[23;9;24;8]],12,163,16.96705138
12a_972,[[1;7;2;6];[3;10;4;11];[5;19;6;18];[7;1;8;24];[9;22;10;23];[11;4;12;5];[13;20;14;21];[15;9;16;8];[17;3;18;2];[19;12;20;13];[21;14;22;15];[23;17;24;16]],12,183,18.28585199
12a_973,[[1;7;2;6];[3;11;4;10];[5;21;6;20];[7;13;8;12];[9;5;10;4];[11;19;12;18];[13;23;14;22];[15;1;16;24];[17;9;18;8];[19;3;20;2];[21;17;22;16];[23;15;24;14]],12,243,19.72308578
12a_974,[[1;7;2;6];[3;11;4;10];[5;21;6;20];[7;13;8;12];[9;5;10;4];[11;19;12;18];[13;1;14;24];[15;23;16;22];[17;9;18;8];[19;3;20;2];[21;17;22;16];[23;15;24;14]],12,177,17.69862223
12a_975,[[1;7;2;6];[3;10;4;11];[5;20;6;21];[7;13;8;12];[9;16;10;17];[11;2;12;3];[13;19;14;18];[15;22;16;23];[17;8;18;9];[19;1;20;24];[21;4;22;5];[23;14;24;15]],12,225,20.32334039
12a_976,[[1;7;2;6];[3;10;4;11];[5;20;6;21];[7;13;8;12];[9;16;10;17];[11;2;12;3];[13;1;14;24];[15;22;16;23];[17;8;18;9];[19;14;20;15];[21;4;22;5];[23;18;24;19]],12,279,21.64965554
12a_977,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;13;8;12];[9;19;10;18];[11;2;12;3];[13;23;14;22];[15;1;16;24];[17;9;18;8];[19;5;20;4];[21;17;22;16];[23;15;24;14]],12,175,17.56622552
12a_978,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;13;8;12];[9;19;10;18];[11;2;12;3];[13;1;14;24];[15;23;16;22];[17;9;18;8];[19;5;20;4];[21;17;22;16];[23;15;24;14]],12,133,15.84464539
12a_979,[[1;7;2;6];[3;11;4;10];[5;21;6;20];[7;14;8;15];[9;3;10;2];[11;18;12;19];[13;24;14;1];[15;8;16;9];[17;22;18;23];[19;5;20;4];[21;12;22;13];[23;16;24;17]],12,225,19.76987167
12a_980,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;14;8;15];[9;18;10;19];[11;4;12;5];[13;24;14;1];[15;8;16;9];[17;22;18;23];[19;3;20;2];[21;12;22;13];[23;16;24;17]],12,257,20.7353937
12a_981,[[1;7;2;6];[3;11;4;10];[5;21;6;20];[7;16;8;17];[9;3;10;2];[11;18;12;19];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;5;20;4];[21;12;22;13];[23;14;24;15]],12,135,15.7081507
12a_982,[[1;7;2;6];[3;11;4;10];[5;21;6;20];[7;16;8;17];[9;3;10;2];[11;18;12;19];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;5;20;4];[21;14;22;15];[23;12;24;13]],12,189,17.90702523
12a_983,[[1;7;2;6];[3;11;4;10];[5;20;6;21];[7;17;8;16];[9;3;10;2];[11;23;12;22];[13;19;14;18];[15;9;16;8];[17;1;18;24];[19;13;20;12];[21;4;22;5];[23;15;24;14]],12,229,19.75830075
12a_984,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;16;8;17];[9;18;10;19];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;12;22;13];[23;14;24;15]],12,103,14.00238803
12a_985,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;16;8;17];[9;18;10;19];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;14;22;15];[23;12;24;13]],12,157,16.75258929
12a_986,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;16;8;17];[9;22;10;23];[11;19;12;18];[13;4;14;5];[15;24;16;1];[17;3;18;2];[19;13;20;12];[21;14;22;15];[23;8;24;9]],12,285,21.36437296
12a_987,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;18;8;19];[9;14;10;15];[11;4;12;5];[13;22;14;23];[15;8;16;9];[17;24;18;1];[19;3;20;2];[21;12;22;13];[23;16;24;17]],12,225,19.76679984
12a_988,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;18;8;19];[9;16;10;17];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;12;22;13];[23;14;24;15]],12,125,15.37029582
12a_989,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;18;8;19];[9;16;10;17];[11;4;12;5];[13;22;14;23];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;14;22;15];[23;12;24;13]],12,175,17.48990541
12a_990,[[1;7;2;6];[3;10;4;11];[5;20;6;21];[7;23;8;22];[9;14;10;15];[11;4;12;5];[13;19;14;18];[15;8;16;9];[17;1;18;24];[19;13;20;12];[21;2;22;3];[23;17;24;16]],12,225,19.86796265
12a_991,[[1;7;2;6];[3;10;4;11];[5;20;6;21];[7;1;8;24];[9;14;10;15];[11;4;12;5];[13;19;14;18];[15;22;16;23];[17;8;18;9];[19;13;20;12];[21;2;22;3];[23;16;24;17]],12,209,19.30619102
12a_992,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;1;8;24];[9;17;10;16];[11;18;12;19];[13;2;14;3];[15;22;16;23];[17;5;18;4];[19;12;20;13];[21;9;22;8];[23;14;24;15]],12,265,20.84424226
12a_993,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;1;8;24];[9;16;10;17];[11;19;12;18];[13;4;14;5];[15;22;16;23];[17;3;18;2];[19;13;20;12];[21;14;22;15];[23;9;24;8]],12,193,18.54863784
12a_994,[[1;7;2;6];[3;10;4;11];[5;21;6;20];[7;1;8;24];[9;22;10;23];[11;19;12;18];[13;4;14;5];[15;9;16;8];[17;3;18;2];[19;13;20;12];[21;14;22;15];[23;17;24;16]],12,287,21.43127635
12a_995,[[1;7;2;6];[3;11;4;10];[5;23;6;22];[7;15;8;14];[9;5;10;4];[11;19;12;18];[13;21;14;20];[15;1;16;24];[17;9;18;8];[19;13;20;12];[21;3;22;2];[23;17;24;16]],12,227,19.65294667
12a_996,[[1;7;2;6];[3;11;4;10];[5;23;6;22];[7;15;8;14];[9;5;10;4];[11;21;12;20];[13;19;14;18];[15;1;16;24];[17;9;18;8];[19;13;20;12];[21;3;22;2];[23;17;24;16]],12,193,18.57349682
12a_997,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;15;8;14];[9;17;10;16];[11;20;12;21];[13;2;14;3];[15;9;16;8];[17;1;18;24];[19;5;20;4];[21;12;22;13];[23;19;24;18]],12,215,19.17201054
12a_998,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;15;8;14];[9;19;10;18];[11;20;12;21];[13;2;14;3];[15;1;16;24];[17;9;18;8];[19;5;20;4];[21;12;22;13];[23;17;24;16]],12,251,20.46977647
12a_999,[[1;7;2;6];[3;11;4;10];[5;23;6;22];[7;16;8;17];[9;3;10;2];[11;18;12;19];[13;20;14;21];[15;24;16;1];[17;8;18;9];[19;12;20;13];[21;5;22;4];[23;14;24;15]],12,171,17.79518461
12a_1000,[[1;7;2;6];[3;11;4;10];[5;23;6;22];[7;16;8;17];[9;3;10;2];[11;20;12;21];[13;18;14;19];[15;24;16;1];[17;8;18;9];[19;12;20;13];[21;5;22;4];[23;14;24;15]],12,153,17.24347071
12a_1001,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;17;8;16];[9;15;10;14];[11;20;12;21];[13;2;14;3];[15;9;16;8];[17;1;18;24];[19;5;20;4];[21;12;22;13];[23;19;24;18]],12,189,18.20480164
12a_1002,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;16;8;17];[9;18;10;19];[11;21;12;20];[13;4;14;5];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;13;22;12];[23;14;24;15]],12,183,17.79099705
12a_1003,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;16;8;17];[9;20;10;21];[11;4;12;5];[13;18;14;19];[15;24;16;1];[17;8;18;9];[19;12;20;13];[21;3;22;2];[23;14;24;15]],12,233,20.02167665
12a_1004,[[1;7;2;6];[3;11;4;10];[5;23;6;22];[7;19;8;18];[9;3;10;2];[11;17;12;16];[13;1;14;24];[15;21;16;20];[17;9;18;8];[19;13;20;12];[21;5;22;4];[23;15;24;14]],12,259,20.84484301
12a_1005,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;18;8;19];[9;14;10;15];[11;21;12;20];[13;4;14;5];[15;8;16;9];[17;24;18;1];[19;3;20;2];[21;13;22;12];[23;16;24;17]],12,241,20.29975574
12a_1006,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;18;8;19];[9;16;10;17];[11;21;12;20];[13;4;14;5];[15;24;16;1];[17;8;18;9];[19;3;20;2];[21;13;22;12];[23;14;24;15]],12,205,18.7246902
12a_1007,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;1;8;24];[9;17;10;16];[11;18;12;19];[13;20;14;21];[15;2;16;3];[17;5;18;4];[19;12;20;13];[21;14;22;15];[23;9;24;8]],12,143,15.75748203
12a_1008,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;1;8;24];[9;17;10;16];[11;18;12;19];[13;20;14;21];[15;2;16;3];[17;5;18;4];[19;14;20;15];[21;12;22;13];[23;9;24;8]],12,197,17.84952713
12a_1009,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;1;8;24];[9;16;10;17];[11;19;12;18];[13;21;14;20];[15;4;16;5];[17;3;18;2];[19;13;20;12];[21;15;22;14];[23;9;24;8]],12,137,15.62434089
12a_1010,[[1;7;2;6];[3;10;4;11];[5;23;6;22];[7;1;8;24];[9;16;10;17];[11;19;12;18];[13;21;14;20];[15;4;16;5];[17;3;18;2];[19;15;20;14];[21;13;22;12];[23;9;24;8]],12,195,17.83208
12a_1011,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;17;8;16];[9;19;10;18];[11;20;12;21];[13;22;14;23];[15;2;16;3];[17;9;18;8];[19;5;20;4];[21;12;22;13];[23;14;24;15]],12,121,14.74374346
12a_1012,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;17;8;16];[9;19;10;18];[11;20;12;21];[13;22;14;23];[15;2;16;3];[17;9;18;8];[19;5;20;4];[21;14;22;15];[23;12;24;13]],12,163,16.71704287
12a_1013,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;16;8;17];[9;18;10;19];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;8;18;9];[19;3;20;2];[21;13;22;12];[23;15;24;14]],12,119,14.66505431
12a_1014,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;16;8;17];[9;18;10;19];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;8;18;9];[19;3;20;2];[21;15;22;14];[23;13;24;12]],12,173,17.13761392
12a_1015,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;19;8;18];[9;17;10;16];[11;20;12;21];[13;22;14;23];[15;2;16;3];[17;9;18;8];[19;5;20;4];[21;12;22;13];[23;14;24;15]],12,131,15.2575807
12a_1016,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;19;8;18];[9;17;10;16];[11;20;12;21];[13;22;14;23];[15;2;16;3];[17;9;18;8];[19;5;20;4];[21;14;22;15];[23;12;24;13]],12,177,17.21440176
12a_1017,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;18;8;19];[9;16;10;17];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;8;18;9];[19;3;20;2];[21;13;22;12];[23;15;24;14]],12,109,14.26536282
12a_1018,[[1;7;2;6];[3;10;4;11];[5;1;6;24];[7;18;8;19];[9;16;10;17];[11;21;12;20];[13;23;14;22];[15;4;16;5];[17;8;18;9];[19;3;20;2];[21;15;22;14];[23;13;24;12]],12,159,16.65550203
12a_1019,[[1;7;2;6];[3;13;4;12];[5;10;6;11];[7;16;8;17];[9;15;10;14];[11;21;12;20];[13;18;14;19];[15;24;16;1];[17;23;18;22];[19;5;20;4];[21;2;22;3];[23;8;24;9]],12,361,23.1517299
12a_1020,[[1;7;2;6];[3;13;4;12];[5;10;6;11];[7;16;8;17];[9;1;10;24];[11;21;12;20];[13;18;14;19];[15;8;16;9];[17;23;18;22];[19;5;20;4];[21;2;22;3];[23;15;24;14]],12,319,22.21071689
12a_1021,[[1;7;2;6];[3;13;4;12];[5;10;6;11];[7;19;8;18];[9;20;10;21];[11;17;12;16];[13;23;14;22];[15;5;16;4];[17;2;18;3];[19;1;20;24];[21;15;22;14];[23;8;24;9]],12,339,22.78132593
12a_1022,[[1;7;2;6];[3;13;4;12];[5;10;6;11];[7;1;8;24];[9;15;10;14];[11;21;12;20];[13;18;14;19];[15;9;16;8];[17;23;18;22];[19;5;20;4];[21;2;22;3];[23;17;24;16]],12,243,20.4660668
12a_1023,[[1;7;2;6];[3;12;4;13];[5;14;6;15];[7;17;8;16];[9;21;10;20];[11;23;12;22];[13;4;14;5];[15;2;16;3];[17;1;18;24];[19;9;20;8];[21;11;22;10];[23;19;24;18]],12,127,13.85251887
12a_1024,[[1;7;2;6];[3;12;4;13];[5;14;6;15];[7;17;8;16];[9;21;10;20];[11;23;12;22];[13;4;14;5];[15;2;16;3];[17;1;18;24];[19;11;20;10];[21;9;22;8];[23;19;24;18]],12,149,14.70259139
12a_1025,[[1;7;2;6];[3;12;4;13];[5;15;6;14];[7;16;8;17];[9;20;10;21];[11;22;12;23];[13;19;14;18];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;10;22;11];[23;8;24;9]],12,255,20.38700822
12a_1026,[[1;7;2;6];[3;12;4;13];[5;15;6;14];[7;16;8;17];[9;22;10;23];[11;20;12;21];[13;19;14;18];[15;24;16;1];[17;3;18;2];[19;4;20;5];[21;10;22;11];[23;8;24;9]],12,165,17.58037431
