real,expected,error,set
16.588128510000001,15.324681515923348,-1.263446994076652,train
16.076409750000000,13.961466396491012,-2.114943353508988,train
15.955794020000001,16.464658159061813,0.508864139061812,train
18.410567660000002,15.127064823621478,-3.283502836378524,train
16.787130410000000,14.210848594790566,-2.576281815209434,train
11.512860410000000,14.714188003259828,3.201327593259828,train
13.598755049999999,14.425942760935857,0.827187710935858,train
15.875374430000001,15.432411802775352,-0.442962627224649,train
17.251476510000000,15.824097035683543,-1.427379474316457,train
20.154903220000001,15.393433183867035,-4.761470036132966,train
17.758650889999998,13.427214086030535,-4.331436803969464,train
20.521065620000002,15.710914356666880,-4.810151263333122,train
16.770232170000000,14.810812216774682,-1.959419953225318,train
10.613792860000000,15.975273983979104,5.361481123979104,train
18.669774260000001,15.813722328428184,-2.856051931571816,train
9.998001036000000,13.935664568847454,3.937663532847454,train
15.892465850000001,15.974413713954032,0.081947863954031,train
11.766185920000000,15.258817368153583,3.492631448153583,train
18.742377560000001,16.728918378451603,-2.013459181548399,train
13.213264860000001,14.973057699476286,1.759792839476285,train
13.417374390000001,16.739360119490772,3.321985729490772,train
16.184631670000002,14.589002494616459,-1.595629175383543,train
12.886847420000000,12.273129870945297,-0.613717549054703,train
19.224856039999999,15.355521327155135,-3.869334712844864,train
13.955598280000000,16.325698807197330,2.370100527197330,train
17.044473170000000,13.363795983742548,-3.680677186257451,train
10.992040279999999,16.067879190275619,5.075838910275619,train
18.267391430000000,15.356242533559865,-2.911148896440135,train
19.168436390000000,15.804366657280500,-3.364069732719500,train
8.010952754000000,14.199303343495199,6.188350589495199,train
14.003340730000000,16.555392749424502,2.552052019424503,train
16.410823160000000,16.543915739036795,0.133092579036795,train
19.331228459999998,15.068186232521064,-4.263042227478934,train
16.855928810000002,15.889541262929161,-0.966387547070841,train
15.094357740000000,16.148640822322751,1.054283082322751,train
12.921927880000000,14.000065019243944,1.078137139243944,train
20.420267590000002,15.355269243486834,-5.064998346513168,train
14.957483690000000,15.710402202366957,0.752918512366957,train
14.081257949999999,15.580893624204368,1.499635674204368,train
0.000000000000000,14.535455067305637,14.535455067305637,train
14.726311230000000,16.341124689073251,1.614813459073250,train
18.902043729999999,14.519955189979150,-4.382088540020849,train
18.177608249999999,13.624059218859813,-4.553549031140186,train
20.647591360000000,14.181960232697978,-6.465631127302021,train
14.653272820000000,14.670859481135860,0.017586661135860,train
13.502360010000000,14.811759892726467,1.309399882726467,train
18.150363280000001,16.294725205872691,-1.855638074127310,train
18.729559370000000,15.764554209840021,-2.965005160159979,train
14.013139270000000,14.576703694999626,0.563564424999626,train
13.196101250000000,14.164954473306398,0.968853223306398,train
17.211152559999999,16.579023409110867,-0.632129150889131,train
10.337213830000000,16.050734543772467,5.713520713772468,train
10.627496180000000,14.582479842830587,3.954983662830587,train
14.874396870000000,15.024048266001099,0.149651396001099,train
15.238287270000001,14.195964152419631,-1.042323117580370,train
17.316543169999999,14.362024315438855,-2.954518854561144,train
17.038707479999999,14.585101113912213,-2.453606366087786,train
14.274429110000000,14.150323549825082,-0.124105560174918,train
15.702948900000001,12.994726144315003,-2.708222755684998,train
10.404536739999999,14.688506619777733,4.283969879777734,train
13.058981390000000,13.691182567137773,0.632201177137773,train
16.100330960000001,15.931752544025976,-0.168578415974025,train
13.058981390000000,14.557678391733987,1.498697001733987,train
21.222555710000002,14.986592554286567,-6.235963155713435,train
10.839660530000000,13.901268629525358,3.061608099525358,train
21.235557539999999,16.019918625734331,-5.215638914265668,train
16.597388559999999,15.818184880389460,-0.779203679610539,train
13.931524950000000,15.188323448021102,1.256798498021102,train
10.117141240000000,13.758650556001015,3.641509316001015,train
16.564047020000000,16.337811866844017,-0.226235153155983,train
14.647347920000000,14.753325266364104,0.105977346364105,train
20.530701959999998,14.994871966230225,-5.535829993769774,train
10.889635589999999,15.520897256405195,4.631261666405196,train
14.728534430000000,16.271038895450484,1.542504465450484,train
11.506607420000000,15.256485131733324,3.749877711733324,train
11.944738900000001,12.369558812170030,0.424819912170030,train
14.685172930000000,15.473199496763655,0.788026566763655,train
18.274132779999999,15.010149266670073,-3.263983513329926,train
22.210716890000000,15.942638838053306,-6.268078051946695,train
12.664109900000000,14.835549214024244,2.171439314024244,train
17.619108449999999,15.883002129830356,-1.736106320169643,train
9.996287400000000,15.404529055924726,5.408241655924726,train
15.371521339999999,14.903585888846013,-0.467935451153986,train
