real,expected,error,set
16.773406909999999,16.250346746324794,-0.523060163675204,train
16.021591940000000,14.854433559316703,-1.167158380683297,train
11.476728489999999,12.446919716366210,0.970191226366211,train
15.736615550000000,14.658391371896528,-1.078224178103472,train
20.466066800000000,20.546953288939449,0.080886488939448,train
18.040177600000000,17.750271774166094,-0.289905825833905,train
17.384307329999999,18.446840920090494,1.062533590090496,train
17.929060520000000,16.971147849683575,-0.957912670316425,train
16.923490269999999,15.733797414198875,-1.189692855801123,train
12.583872059999999,13.286161075561608,0.702289015561609,train
10.865549250000001,11.755285049199983,0.889735799199983,train
13.523255260000001,13.317640407210206,-0.205614852789795,train
14.481849750000000,14.210043409426817,-0.271806340573184,train
10.691067510000000,11.230749755324382,0.539682245324382,train
10.600696279999999,10.296065893405171,-0.304630386594829,train
13.917179880000001,12.750201442182288,-1.166978437817713,train
19.711899270000000,20.309914074186850,0.598014804186850,train
13.511125800000000,14.359798592897846,0.848672792897846,train
14.406474879999999,13.018284619978999,-1.388190260021000,train
14.242241840000000,14.468583589237824,0.226341749237823,train
18.460352050000001,19.169334135136751,0.708982085136750,train
18.594563170000001,18.512545982866868,-0.082017187133133,train
17.895425390000000,17.073231493799540,-0.822193896200460,train
12.665333290000000,11.991886345544458,-0.673446944455542,train
10.905544040000001,11.506293797831063,0.600749757831062,train
12.270947400000001,12.765820869591380,0.494873469591379,train
10.537235040000001,12.799965918017506,2.262730878017505,train
13.426811850000000,13.487550194380560,0.060738344380560,train
18.411974030000000,17.540278926399083,-0.871695103600917,train
14.786277999999999,14.380466121557902,-0.405811878442098,train
16.284006380000001,15.520266839739747,-0.763739540260254,train
17.071126679999999,15.454274680969547,-1.616851999030452,train
7.349415996000000,10.066096632203084,2.716680636203084,train
16.012726560000001,14.553923974777149,-1.458802585222852,train
13.268118510000001,12.652652519197545,-0.615465990802456,train
12.234891350000000,12.971559498535612,0.736668148535612,train
17.285519789999999,16.495552752409367,-0.789967037590632,train
10.213190440000000,12.450650035022932,2.237459595022932,train
15.633990989999999,16.251439625769763,0.617448635769763,train
16.428298340000001,14.824833406936023,-1.603464933063979,train
18.824956640000000,18.100962774680170,-0.723993865319830,train
19.661091630000001,19.245594804922121,-0.415496825077881,train
13.048636810000000,13.052830412919889,0.004193602919889,train
11.102425560000000,14.626515050910939,3.524089490910939,train
18.382356210000001,18.234104303857407,-0.148251906142594,train
15.684589330000000,13.999801988368972,-1.684787341631028,train
10.206765000000001,12.707346539745345,2.500581539745344,train
20.809298790000000,21.434236397233690,0.624937607233690,train
11.874044950000000,11.458873290626570,-0.415171659373430,train
10.140911830000000,11.239275898169581,1.098364068169580,train
17.876000869999999,16.621198933395704,-1.254801936604295,train
16.462114499999998,15.712804611083357,-0.749309888916642,train
16.920677210000001,15.744353021207871,-1.176324188792130,train
19.405336810000001,18.873792590389940,-0.531544219610062,train
16.740087429999999,16.621563957860758,-0.118523472139241,train
19.915233789999998,20.814839360939914,0.899605570939915,train
15.174065329999999,14.718980044460636,-0.455085285539363,train
9.832508040000000,12.492791713921861,2.660283673921860,train
11.410929410000000,12.980512524744654,1.569583114744654,train
15.750048130000000,15.818595880334556,0.068547750334556,train
15.238287270000001,15.519210767493860,0.280923497493859,train
18.179808560000001,16.734850719157180,-1.444957840842822,train
20.455487240000000,21.465083254481556,1.009596014481556,train
18.041528270000001,16.982810565383943,-1.058717704616058,train
13.009201270000000,13.653160051407895,0.643958781407894,train
16.211159129999999,15.952706696521545,-0.258452433478453,train
17.570003730000000,16.516348135780618,-1.053655594219382,train
16.144299369999999,14.917373978679507,-1.226925391320492,train
